,status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
280437,1250104523349086210,3305262782,2020-04-14T16:51:58Z,RamsudharMishra,"सिर्फ भाषण से शासन नही चलता खाने के लिए राशन और ईलाज के लिए संसाधन की जरूरत होती है #Lockdown2 की घोषणा के बाद भूखे लोगों का सूरत से मुम्बई तक सड़कों पर उमड़े हुजूम ने सरकारी इंतजाम की पोल खोल दी है।

#MumbaiLockdown #surat #Covid_19",Twitter for Android,,,,False,False,11524,1,IN,"Varanasi, India",city,951,367,,2015-08-03T15:13:37Z,False,hi
280649,1250104623102177280,2282294407,2020-04-14T16:52:22Z,Prk9905,"What is life?
Staying at home, and struggling for food and Internet speed. @BBCBreaking
#Lockdown2
#QuarantineAndChill
#SpecialOps
#Covid_19
#StayHome https://t.co/eGujp3wJNq",Twitter for Android,,,,False,False,42,0,IN,Masulkar Colony,poi,7,84,,2014-01-08T15:24:50Z,False,en
281313,1250105010546827264,969289504413581312,2020-04-14T16:53:54Z,Vik4sRalhan,"@narendramodi @PMOIndia @moayush 

Cutest video, God bless this sweet kid #StayHomeStaySafe https://t.co/y1hHfDxOkU",Twitter for iPhone,,18839785.0,narendramodi,False,False,270,0,IN,"Faridabad, India",city,29,253,,2018-03-01T19:13:21Z,False,en
281478,1250105071045505024,155467613,2020-04-14T16:54:09Z,arunvigneshcs,"Every #child comes with the message that God is not yet discouraged of humans. - Rabindranath #Tagore

#COVID_19 #Lockdown #Day21

Children from the fringe village of @kaziranga_ celebrating Rongali Bihu last year.

Happy #TamilNewYear #Vishu #Bihu #Assam #memories #IFS https://t.co/xkaAdNDONp",Twitter for Android,,,,False,False,216,3,IN,"Dehradun, India",city,994,217,,2010-06-14T06:21:01Z,False,en
281790,1250105235042758656,933595256,2020-04-14T16:54:48Z,theCanonFanboy,"""Coronavirus: Some European nations easing lockdown restrictions"" #Coronavirus https://t.co/UfmA9MEVsz",Twitter for Android,,,,False,False,16621,0,IN,"New Delhi, India",city,1551,207,,2012-11-08T03:56:16Z,False,en
282054,1250105345004826624,807705527354617858,2020-04-14T16:55:14Z,dhamija_nvn,"@kakakuk43296411 Yes, no doubt but first it will touch 270 level then it will re jump to 320 level.

Tomorrow 15th April 2020 - it will break 290 levels . But after that it will go down around 270.

#tatasteel  #COVID19 #NSE",Twitter for Android,1.249581442536837e+18,1.2068084803313377e+18,kakakuk43296411,False,False,358,0,IN,"Gurgaon, India",city,14,131,,2016-12-10T21:56:18Z,False,en
282440,1250105546348195840,1724725310,2020-04-14T16:56:02Z,VijayRavanan,"எப்போ #lockdown முடியுறது.. நாம எப்போ வீட்டுக்கு போறது அண்ணனுக்கென்ன அவர் ஜாலியா தான் இருக்கார்
#SendUsBackHome #இதுவும்_கடந்து_போகும் #HopelessModi #MayDay #may3rd #Lockdown2 #LockdownExtended
#coronavirus #CoronaWarriors
#Quarantine #QuarentineLife #rfc
#needtogoto #chennai https://t.co/2rFwFmDaKN",Twitter for Android,,,,False,False,2359,0,IN,Ramoji Film City,poi,74,251,,2013-09-03T07:36:20Z,False,ta
283191,1250105968156749826,702941627,2020-04-14T16:57:43Z,Bhatsampathila,"ಗಾದೆ ಚೇಂಜ್ ಆಗಿದೆ

ಗುಂಪಿನಲ್ಲಿ ಗೋವಿಂದ ಅಲ್ಲ 
ಗುಂಪಾದ್ರೆ ಗೋವಿಂದ.. 😂😂
#COVID2019 #StayHomeStaySafe #StayAtHomeSaveLives",Twitter for Android,,,,False,False,1115,0,IN,"Bengaluru, India",city,57,159,,2013-10-06T14:00:23Z,False,kn
283269,1250106020442959873,4848081807,2020-04-14T16:57:55Z,Navaisekar,"முகக் கவசம் அணிவோம்!
பாதுகாப்பை உறுதி செய்வோம்!!

#WearMask #StaySafe
#MKStalin #DMK #Corona #CoronaLockdown
#StayHomeStaySafe
#StayAwareStaySafe https://t.co/uYutpHWW9v",Twitter for Android,,,,False,False,36,0,IN,"Tamil Nadu, India",admin,43,337,,2016-01-26T04:02:01Z,False,ta
283279,1250106028928073729,309677452,2020-04-14T16:57:57Z,access_anjlee,"When #Covid19 world tour will get over?
Dear God, pl cancel all its trains &amp; flights and put it in #lockdown for ever &amp; never give it any visa!! https://t.co/EUrWteiwG6",Twitter for iPhone,,,,False,False,353,0,IN,"New Delhi, India",city,167,237,,2011-06-02T13:51:10Z,False,en
283765,1250106310487506945,1001456600635199488,2020-04-14T16:59:04Z,Ranjanbhopal,"#coronavirus  #Covid_19india 
@narendramodi  @TigerRajaSingh https://t.co/EXqR5avy2t",Twitter for Android,,,,True,False,33816,0,IN,"Vidisha, India",city,225,445,,2018-05-29T13:33:54Z,False,und
283953,1250106431883206657,878208873705984000,2020-04-14T16:59:33Z,imjaipatel248,#Qurantine #Lockdown2 #coronavirus # https://t.co/cTUTHIfAmx,Twitter for Android,,,,False,False,970,0,IN,"Nalsarovar, India",city,70,124,,2017-06-23T11:11:26Z,False,und
284007,1250106464544468995,838963944,2020-04-14T16:59:41Z,RadioBulbul,"Covid_19 Hospital in Bhadrak, drone captured by Radio Bulbul #Corona #Covid_19 #Bhadrak #covidhospital #Odisha @ Bhadrak https://t.co/xf5sxdKNmt",Instagram,,,,False,False,98,0,IN,"Bhadrak, India",city,102,160,,2012-09-22T02:56:13Z,False,en
284053,1250106485910069249,3129242394,2020-04-14T16:59:46Z,DICCIorg,#DTCR #COVID19 #FightAgainstCorona @CMOMaharashtra https://t.co/l69Mr7mjte,Twitter for iPhone,,,,True,False,132,1,IN,"Pune, India",city,3547,79,,2015-04-02T06:46:19Z,False,und
284818,1250106657956216833,998480902614220800,2020-04-14T17:00:27Z,RahulAlwari,"जब लॉकडाउन खुलने की सम्भावनाएं नगण्य थीं तो 15 अप्रैल से ट्रेन और फ्लाइट के टिकट क्यूँ बुक किये गये ?
ये दोनों विभाग केंद्र सरकार के पास हैं,
मीडिया #रेलमंत्री और #उड्डयनमंत्री से सवाल क्यूँ नहीं करता ??
#CoronavirusPandemic",Twitter for Android,,,,False,False,20312,0,IN,"Rajasthan, India",admin,952,4328,,2018-05-21T08:29:32Z,False,hi
285034,1250106714705121280,2361055526,2020-04-14T17:00:41Z,SRajeshRanjan,"Good news: Italy is going to lift its lockdown after experiencing the lowest number of COVID19 deaths for three weeks. Baby clothes shops, book shops and launderettes will be the first to be allowed to open.
#Italy
#italystaystrong
#Covid_19",Twitter for Android,,,,False,False,3653,0,IN,"New Delhi, India",city,720,396,,2014-02-25T13:04:29Z,False,en
285717,1250106957605646336,3129242394,2020-04-14T17:01:39Z,DICCIorg,#DTCR Activated in all of our Chapters across India. #FightAgainstCorona #COVID19 #CMReliefFund https://t.co/Zxm6yM0GrR,Twitter for iPhone,,,,True,False,132,2,IN,"Pune, India",city,3547,79,,2015-04-02T06:46:19Z,False,en
287584,1250107865773125633,255090602,2020-04-14T17:05:15Z,ankushgns,@myogiadityanath @yogrishiramdev @Naveen_k_Jain @Agra_Mediaa Superheroes are Real #Lockdown2 #COVID__19 #COVID19 https://t.co/vVkDUutReO,Twitter for Android,,3437532637.0,myogiadityanath,False,False,123,0,IN,"Etmadpur, India",city,85,504,,2011-02-20T17:13:45Z,False,en
287966,1250108066315542529,1244491618280849409,2020-04-14T17:06:03Z,IrfanMa98381729,"Hand Washing Technique With #Soap And #water 
#coronavirus #COVID2019 https://t.co/bpoCTGbeel",Twitter for Android,,,,False,False,18,0,IN,"Ankleshwar, India",city,0,3,,2020-03-30T05:11:01Z,False,en
288226,1250108207269199872,95840713,2020-04-14T17:06:37Z,sunilraithatha,#StayHomeStaySafe https://t.co/Px7OiSbM6d,Twitter for Android,,,,False,False,1,0,IN,"Jalna, India",city,318,42,,2009-12-10T06:27:44Z,False,und
288250,1250108219688656899,1248088194660192262,2020-04-14T17:06:40Z,1uO4PynvYlAX2LC,"#COVID19 महामारी में आपातकालीन ड्यूटी कर रहे हैं, बिजली आउटसोर्सकर्मचारियों की कार्य करते समय दुर्घटना मैं मौत हो जाने पर इसका जिम्मेदार कोन ड्यूटी पर तैनात कर्मचारियों के लिए चिंता का विषय है क्योंकि अभीतक@ChouhanShivrajसरकार द्वारा न जाॅब सिक्यूरिटी दी गई ना बीमे की घोषणा की गई https://t.co/tR2Y2ChSNM",Twitter for Android,,,,False,False,140,9,IN,"Madhya Pradesh, India",admin,4,76,,2020-04-09T03:20:05Z,False,hi
288454,1250108321371009025,1096631354702258177,2020-04-14T17:07:04Z,Sumeetsuryodhan,"Me and My friends after lockdown opens on 3 may 2020 😂😂
#BreakingNews #Lockdown2 #SendUsBackHome #MumbaiLockdown #lockdown #coronavirus #COVID2019 #lockdownpakistan #இதுவும்_கடந்து_போகும் #TuesdayThoughts #China #LockdownExtended #StayHome #FakeNews #brightwin #sumeetsuryodhan https://t.co/saVvoJtb2z",Twitter for Android,,,,False,False,2,1,IN,"Mumbai, India",city,12,1,,2019-02-16T04:44:24Z,False,en
288493,1250108341289799680,120409729,2020-04-14T17:07:09Z,MissCandid01,"@ANI Shiv Sena falling migrants that it will take care of them. 

Mexico sealing borders with USA.

#COVID19 really turned the world upside down.",Twitter for iPhone,1.2500777475792036e+18,355989081.0,ANI,False,False,1689,0,IN,"New Delhi, India",city,254,86,,2010-03-06T10:25:12Z,False,en
288507,1250108346004373505,4667097662,2020-04-14T17:07:10Z,WeareAhmedabad_,"દેશ નું સૌથી મોટું કોરોના કેર સેન્ટર.

Facilities for #COVID19 Patient
👉
Free WIFI, Reading Room,TV, Carrom, Chess,TV, Library, Indoor Game - #Ahmedabad municipal commissioner.

Your city your story 
Tag… https://t.co/MWN2nP39Wq",Instagram,,,,False,False,5551,2,IN,"Ahmadabad City, India",city,573,108,,2015-12-28T11:44:19Z,False,en
288778,1250108483875344386,56647047,2020-04-14T17:07:43Z,Journalist_Inna,"#BreakingIn Bandra incident FIR filed by Mumbai police against 1000 people.
FIR under IPC and epidemic act. FIR registered at Bandra police station. Cops to scan CCTV footage also. Case filed against unknown people
#coronavirus #MumbaiSaga #MumbaiLockdown #MumbaiMigrantMystery",Twitter for Android,,,,False,False,1566,0,IN,"New Delhi, India",city,624,104,,2009-07-14T08:46:44Z,False,en
289258,1250108728260448259,407549534,2020-04-14T17:08:41Z,sanjayvaoffice,"इटली ने ये कहकर भारत से दवाई लेने से इंकार कर दिया कि बेटी के घर का पानी भी नहीं पीयेंगे।
😀😀😀
#COVID19",Twitter for Android,,,,False,False,14768,0,IN,"New Delhi, India",city,2100,2903,,2011-11-08T06:50:08Z,False,hi
289480,1250108844342005760,3155430490,2020-04-14T17:09:09Z,arbazkhan3132,"Trump ne dhamki deke Hydroxychloroquine leliya. 

Bas tum khush raho modi ji ke dost.
Hum Garam Pani aur Kadha Peeke Jee Lenge.

Bas aap badle me kuch cylinders pahocha dijiye,Pani Garam Karne k liye 

#coronavirus #Covid_19 #IndiaFightsCarona",Twitter for Android,,,,False,False,2953,0,IN,"Aurangabad, India",city,108,446,,2015-04-11T07:12:50Z,False,hi
290368,1250109277731090433,101777158,2020-04-14T17:10:52Z,prabhashj,"The reoccurance of #Covid19 is not avoidable till vaccines and medicines to cure it are publicly accessible .. till that time, the one and  only way to avoid it's occurance or reoccurancy is to change our ways of living ..",Twitter for Android,,,,False,False,559,1,IN,"Patna, India",city,519,1104,,2010-01-04T14:48:40Z,False,en
290530,1250109359356547074,2433228588,2020-04-14T17:11:11Z,voicelesz_voice,"I really appreciate @indiatvnews initiate of #RamdevOnIndiaTV during lockdown. I wanted to ask, how safe it is to do #Yoga during menstruation.
1. How to increase STAMINA
2. How to work on legs shapes and make them strong?
#lockdownindia #coronavirus #COVID19 @IMinakshiJoshi",Twitter for iPhone,,,,False,False,1142,0,IN,"New Delhi, India",city,47,1184,,2014-04-08T07:39:44Z,False,en
291647,1250109934361952256,262080504,2020-04-14T17:13:28Z,shiruchandak,"कोरोना वायरस से लड़ने ke लिए use कीजिए आरोग्य सेतु ऐप 
This app is very useful and important to fight against Covid १९ @narendramodi @CMOMaharashtra @rajeshtope11 @AUThackeray @Parbhani_Police @CollectorParbh1 @NCPspeaks @BJP4Maharashtra @BJP4India #Covid_19 #ArogyaSetuApp https://t.co/OYtNAmtYN7",Twitter for Android,,,,False,False,111,0,IN,"Manwath, India",city,90,298,,2011-03-07T09:17:52Z,False,und
292154,1250110214478499845,1170000405838721025,2020-04-14T17:14:35Z,GlobalInterio,"......Comment Now.....

#covıd19 #quarentine
#quarantinelife #luxurydesign #mumbaistreet #dubailife #realestate #interiordecoration #interiordesigner #architect #architecture #architects #interiordesign #decorations #homedecor https://t.co/W5uNRzVDKN",Twitter for Android,,,,False,False,1,0,IN,McDonald's,poi,11,52,,2019-09-06T15:46:59Z,False,en
292660,1250110414068875265,2542851552,2020-04-14T17:15:23Z,SinghPrashant_R,"I have set two rules for me-
Rule No 1- घर पर ही रहेंगे
Rule No 2- पूरा फ़ेस कवर रखेंगे- जब कभी भी आवस्यक वस्तु के लिये घर से बाहर जायेंगे 

आदरणीय श्री @narendramodi जी के आशीर्वाद से हम सभी #coronavirus से लड़ेंगे और विजय प्राप्त करेंगे ।
#StayHomeStaySafe
जय हिंद 🇮🇳 https://t.co/MgaK7blfS1",Twitter for Android,,,,False,False,2900,0,IN,"Laxmi Nagar, New Delhi",neighborhood,39,145,,2014-06-03T05:52:30Z,False,hi
292705,1250110441042235392,789776149,2020-04-14T17:15:29Z,IMFARHANANWAR,"जब लॉकडाउन खुलने की सम्भावनाएं नगण्य थीं तो 15 अप्रैल से ट्रेन और फ्लाइट के टिकट क्यूँ बुक किये गये ?
ये दोनों विभाग केंद्र सरकार के पास हैं,
मीडिया #रेलमंत्री और #उड्डयनमंत्री से सवाल क्यूँ नहीं करता ??
@ShayarImran
#CoronavirusPandemic

#AmbedkarJayanti",Twitter for Android,,,,False,False,16253,0,IN,"Saurikh, India",city,621,579,,2012-08-29T17:20:56Z,False,hi
293128,1250110641819414528,541625472,2020-04-14T17:16:17Z,BTR_KTR,"#StayHomeStaySafe 
#IndiaFightsCorona 
#LockdownTelangana https://t.co/Q12wzYGtly",Twitter for iPhone,,,,False,False,24740,6,IN,"Hyderabad, India",city,18839,371,,2012-03-31T10:25:46Z,False,und
293211,1250110691748405248,1247742028651220992,2020-04-14T17:16:29Z,GholamNoorani,"@NitishKumar #coronavirus 
हम लोग कटिहार बिहार के मूल निवासी हैं और महाराष्ट्र में भूख से परेशान हैं ,  हमारी मदद करो नहीं तो भूख से परेशान होकर  हम लोग आत्महत्या कर लेंगे
Mob-7977386377
Add-Sai chal jungal mangal road near Bharti para phaji market bhandup West Mumbai Maharashtra",Twitter for Android,1.2501071723205059e+18,143409075.0,NitishKumar,False,False,8,0,IN,"Kota, India",city,7,15,,2020-04-08T04:24:31Z,False,und
293684,1250110916793905154,948088116300070913,2020-04-14T17:17:23Z,AmolingleCA,"Today our Prime minister @narendramodi  appreciate my tweets.screen short attached. feel proud to be citizen of india having PM like Shri Narendra modi ji who is fighting against Covid 19 tirelessly..for indians
#StayHomeStaySafe 
@narendramodi 
@Dev_Fadnavis 
@rajivkhandekar https://t.co/IIbSObKxp9",Twitter for Android,,,,False,False,2325,3,IN,"Haveli, India",city,110,104,,2018-01-02T07:06:36Z,False,en
293735,1250110949563879424,1103600969244393472,2020-04-14T17:17:30Z,FaiyajA25487820,"जब लॉकडाउन खुलने की सम्भावनाएं नगण्य थीं तो 15 अप्रैल से ट्रेन और फ्लाइट के टिकट क्यूँ बुक किये गये ?
ये दोनों विभाग केंद्र सरकार के पास हैं,
मीडिया #रेलमंत्री और #उड्डयनमंत्री से सवाल क्यूँ नहीं करता ??
#CoronavirusPandemic",Twitter for Android,,,,False,False,153,2,IN,"New Delhi, India",city,71,238,,2019-03-07T10:19:09Z,False,hi
293877,1250111024927133698,872466348076523520,2020-04-14T17:17:48Z,Rahul_Jha16,"कोरोना जी ने छीन लिया लड़कियों का नूर।
मेकअप को छोड़, मुंह ढकने को मजबूर।।

#IndiaFightsCorona 
#StayHomeStaySafe https://t.co/LuPJNVRLp1",Twitter for Android,,,,False,False,206,0,IN,"Faridabad, India",city,15,447,,2017-06-07T14:52:41Z,False,hi
294048,1250111111459942400,4179483492,2020-04-14T17:18:09Z,paritush_assam,"A woman from Dhubri has tested #COVID19 positive. 
Connection with #NizamuddinMarkaz
Now 32 in #Assam",Twitter for Android,,,,False,False,3478,0,IN,"Guwahati, India",city,180,962,,2015-11-09T13:20:26Z,False,en
294294,1250111259552264192,757074841606492161,2020-04-14T17:18:44Z,swachhhyd,"How 300 Indian scientists are fighting fake news about COVID-19  #COVID19 
@IndSciCOVID
#India https://t.co/c5e8GJJMpO",Twitter for Android,,,,False,False,123554,1,IN,"Hyderabad, India",city,10108,67,,2016-07-24T04:48:02Z,False,en
294836,1250111570023251972,702543289430446081,2020-04-14T17:19:58Z,tina661014,#StayHomeStaySafe https://t.co/2KttxjsAIP,Twitter for Android,,,,False,False,16885,0,IN,"Kolkata, India",city,62,231,,2016-02-24T17:19:07Z,False,und
295146,1250111695508221952,1232307685715927041,2020-04-14T17:20:28Z,SuniLBhoyaR_222,आपन #COVID19 च्या त्रासदिवर गंभीर आहात ? https://t.co/U4ZdTU7bmW,Twitter for Android,,,,True,False,3736,0,IN,"Chandrapur, India",city,81,857,,2020-02-25T14:14:06Z,False,mr
295998,1250112145662115842,447964259,2020-04-14T17:22:16Z,iamTapanPandya,"#Mulund ❤️
.
#Mumbai #LockDown #quarantine #India #indiafightscorona #coronavirus @ Balrajeshwar Mandir Mulund https://t.co/VUV1XB6pgK",Instagram,,,,False,False,1855,0,IN,"Mumbai, India",city,2202,778,,2011-12-27T13:16:23Z,False,en
296215,1250112263542849536,141488000,2020-04-14T17:22:44Z,TwitMasterGOGO,#mayan 2012 #endoftheworld #coronavirus #COVID2019 https://t.co/7UO4wnjHMQ,Twitter for Android,,,,False,False,391,0,IN,"Ahmadabad City, India",city,96,16,,2010-05-08T06:28:07Z,False,und
296434,1250112386750529538,1163893712847437824,2020-04-14T17:23:13Z,MnsUday,"#मुंबईवर जेव्हा संकट येईल तेव्हा सगळे #परप्रांतीय 
पळून जातील. हे #राजसाहेब_ठाकरे 
यांच वाक्य आठवतंय...!
#RajThackeray #mns #Lockdown2 #narendramodi #COVID #COvID19 #Delhi #muslim #nizamuddin #police #doctors #narendramodi #QuarantineLife #mumbai #maharashtra #twitter #TrendingNo https://t.co/YBHbTos6L9",Twitter for Android,,,,False,False,36,0,IN,"Kalvan, India",city,25,62,,2019-08-20T19:21:22Z,False,mr
296438,1250112387723620352,1205052598862004225,2020-04-14T17:23:13Z,RitikaKumawat4,"This is the exact scenerio.
The blast of social distancing took off. Who raised the hope that the workers will return to their homes? No response to such negligence of people.Will India fight against #coronavirus like this!?

#bandrarailwaystation https://t.co/vgHwcOh50k",Twitter for Android,,,,False,False,124,1,IN,"Mumbai, India",city,8,16,,2019-12-12T09:12:01Z,False,en
296446,1250112391250993152,1163893712847437824,2020-04-14T17:23:14Z,MnsUday,"@TUSHARKHARE14 @MNSAmeyaKhopkar
@mnsadhikrut @RajThackeray @GajananKaleMNS
हेच ते #परप्रांतीय_लोंढे 
#rajthackeray #coronavirus #up #BiharFightsCorona #COVID2019 #Lockdown2 #lockdown #CoronaUpdate #Twitter #TrendingNow #Aajtak #MumbaiLockdown #BandraStation #Bandra https://t.co/A8e3v4OAyF",Twitter for Android,,3306806445.0,TUSHARKHARE14,False,False,36,0,IN,"Kalvan, India",city,25,62,,2019-08-20T19:21:22Z,False,hi
296710,1250112527901417473,2200588074,2020-04-14T17:23:47Z,hansric_ITguy,"#stayhomestaysafe and #code 
Give your ideas a shape.
This is the time given to you to turn your dream into reality #WorkHard during this #Lockdown2 and #WorkoutsAtHome 
Make each day count
@aawaraEngineer 
#IndiaFightsCorona 
#Qurantine https://t.co/Ppxq14iXIi",Twitter for Android,,,,False,False,1207,2,IN,"Morena, India",city,158,885,,2013-11-18T03:33:53Z,False,en
296997,1250112697196257282,3396954171,2020-04-14T17:24:27Z,govindprataps12,#Gujrat: @INCIndia कांग्रेस विधायक इमरान खेड़ावाला का #Covid19 टेस्ट पॉजिटिव. सुबह ही गुजरात के सी.एम. @vijayrupanibjp से की थी मुलाकात।,Twitter for Android,,,,False,False,1674,0,IN,"Uttar Pradesh, India",admin,166,319,,2015-07-31T11:38:22Z,False,hi
297144,1250112777504436224,1157932770817036288,2020-04-14T17:24:46Z,SCuiteee,"52 #COVID19 positive cases reported in Telangana, taking the total number of cases to 644 including 18 deaths and 110 cured/discharged: State Health Department

#CoronavirusOutbreak #IndiaFightsCorona #Lockdown2 #LockdownExtended

Live updates: https://t.co/TzwtUkaFi9",Twitter for Android,,,,False,False,1459,2,IN,"Hyderabad, India",city,20,93,,2019-08-04T08:34:20Z,False,en
297520,1250112960548216833,96542231,2020-04-14T17:25:30Z,shyamdhanotiya,"Aarogya Setu app downloaded and link shared with all friends and relatives.
@imaheshgupta
@narendramodi ji  
#AarogyaSetuApp
#IndiaFightsCarona 
#StayHomeStaySafe https://t.co/0DugvkrCtm",Twitter for Android,,,,False,False,15931,0,IN,Nagpur,poi,116,717,,2009-12-13T12:33:36Z,False,en
297627,1250113024368807942,1135491428690251776,2020-04-14T17:25:45Z,AirRohtak,"जन्मदिन मनाते कार्यक्रम प्रमुख श्री संजय बाली
1. घर में तैयार किया 🍰 केक
2. सोशल distancing का ध्यान रखा।
3. मोमबत्ती बुझा कर नहीं दीए जलाकर मनाया।
4. बेटा पीजीआईएमएस रोहतक में रहता है वो वीडियो कॉल से शामिल हुआ।
#Social_Distancing #StayHomeStaySafe https://t.co/tChtzqVcm4",Twitter for Android,,,,False,False,21,0,IN,"Gurgaon, India",city,61,42,,2019-06-03T10:20:27Z,False,hi
297646,1250113043016617984,842778923821862912,2020-04-14T17:25:50Z,Souvik12121995,"Number of #COVID19 cases in India has now crossed 11,000. Among these, 1,300+ has now recovered and 371 has lost their lives. #StayAtHome #StaySafe #SaveLives 🙏🏼🙏🏼🙏🏼",Twitter for Android,,,,False,False,22083,0,IN,"Kolkata, India",city,23,115,,2017-03-17T16:45:28Z,False,en
297676,1250113051417702401,288755113,2020-04-14T17:25:52Z,sksahuiitm,Growth projection is 1.9 percent for India. I am happy that it's still +ve and this +ve growth rate is rare at #COVID19 time. #India #GDP #IMF,Twitter for Android,,,,False,False,165,0,IN,"Chennai, India",city,19,49,,2011-04-27T12:18:05Z,False,en
297896,1250113166870073344,704565380438585345,2020-04-14T17:26:19Z,burad_devendra,"Lockdown Doesn't mean Lockup....!!
@OfficeofUT @CMOMaharashtra Sir
#StayHome
#StayHomeStaySafe
#StayHomeSaveLives
#घरमेंरहेंस्वस्थरहें 
#घरीचरहा
#घरीचबसानाशिककर🙏
@nasikreport @nashik_feed @NashikOnWeb @nashikpolice @DGPMaharashtra",Twitter for Android,,,,False,False,21,0,IN,"Nashik, India",city,20,28,,2016-03-01T07:14:11Z,False,en
298420,1250113461209550848,375703882,2020-04-14T17:27:29Z,theonlymanoj,"Heal the world for you! A Vertical Video to thank the frontline workers who are fighting, to end this pandemic. 

#HealTheWorld #COVID19 #StayHome #StaySafe #SpreadLove

On YouTube Now. 
https://t.co/EPTGZihixv",Twitter for Android,,,,False,False,499,0,IN,"Bengaluru South, India",city,800,138,,2011-09-18T16:00:28Z,False,en
298912,1250113710200414210,1250109705868828673,2020-04-14T17:28:29Z,MohanLa01511051,"I, Mohan Lal Prajapati, the President of West Bengal Earth Pot Maker Welfare Association. I request to all that please have a patience &amp; make social distance to fight against Covid-19 the Corona virus. With active support of the people of India.
#StayHomeStaySafe
#coronawarriors",Twitter for Android,,,,False,False,0,0,IN,India,country,0,8,,2020-04-14T17:12:56Z,False,en
299222,1250113886839123968,216257321,2020-04-14T17:29:11Z,DeepakBishnoi_,"Nature always has a way of Balancing Itself.
The only Question is that what part will we play. #COVID19",Twitter for iPhone,,,,False,False,3278,0,IN,"sirsa, India",city,62,27,,2010-11-16T05:34:01Z,False,en
300092,1250114207678214144,563494409,2020-04-14T17:30:27Z,itsjagbir,"What is Corona Viruss (COVID19)?
#CoronaViruas
#COVID19 
#BiologicalWarfare 
#China",Twitter for Android,,,,False,False,6513,1,IN,"sirsa, India",city,486,414,,2012-04-26T06:33:14Z,False,en
300136,1250114213344735232,563494409,2020-04-14T17:30:29Z,itsjagbir,"I heard that #China discovered the corona virus in 2002. And in 2020 Corona  from a laboratory located in #Wuhan city and spread (By mistake ) to the outside environment. 
@COVIDNewsByMIB
#Corona #COVID19 #ChineseVirus19 #BioWeapon #ChineseBioterrorism",Twitter for Android,1.2501142076782141e+18,563494409.0,itsjagbir,False,False,6513,2,IN,"sirsa, India",city,486,414,,2012-04-26T06:33:14Z,False,en
300415,1250114335373852672,1103169520255016961,2020-04-14T17:30:58Z,AgamGup12901630,"#BreakingNews: New York reports 7,177 new cases of #coronavirus and 778 new deaths.

Total of 202,208 cases and 10,834 deaths.",Twitter for Android,,,,False,False,4204,0,IN,"Mumbai, India",city,28,57,,2019-03-06T05:44:44Z,False,en
300480,1250114366298447874,1242144654029516800,2020-04-14T17:31:05Z,SR_2789,#SaiEkTeraSahara #Lockdown2 #BreakingNews #COVID2019 #COVID #CoronaVirusFacts #COVID__19 #pandemic #StayHome #StayAtHomeSaveLives #StayHomeStaySafe @AnitaSi67735735 @iSinghApurva @priyanka_udasi https://t.co/2oxmM2wGyf,Twitter for iPhone,,,,False,False,53,0,IN,"New Delhi, India",city,24,900,,2020-03-23T17:42:44Z,False,und
300545,1250114412603736066,3004696376,2020-04-14T17:31:16Z,solutionbpo,@narendramodi ji aapne bahut acche se samay pe step utha ke apki jimmedari nibhayi. Aur sabko 21 din k lockdown me bataya ki ye #coronavirus kitna danger he. Ab logo ko unki jimmedari unke hisab se nibhane do. Jo galti karega vo khud bhugtega. Kayde jo banaye he uspe ghor kijiye.,Twitter for Android,1.2501137376101827e+18,3004696376.0,solutionbpo,False,False,97,0,IN,"Daskroi, India",city,235,74,,2015-01-31T10:42:52Z,False,hi
300677,1250114493377654789,117021955,2020-04-14T17:31:35Z,ichetan_singh,"Lets him go @sanghaviharsh bhaiji @AUThackeray जी के ""राजनीति के दूध के दात अभी टूटे नहीं है"" and he also not yet  work at zero ground level like you to help there people. @AUThackeray you #StayHomeStaySafe https://t.co/UGRIr7nTSl",Twitter for Android,,,,True,False,947,0,IN,"Surat, India",city,71,485,,2010-02-24T08:44:33Z,False,en
301241,1250114836165345282,818177174662303745,2020-04-14T17:32:57Z,shukkoor_kaderi,"#KeralaFightsCorona  Kerala #covid19 Update | April 14, 2020

13 more have recovered.

Today, there were 8 new cases. ( 5 imports &amp; 3 contact) 

1,07,075 individuals are under observation, 564 of them are in hospitals. 

16,235 samples tested and 15, 488 of those were negative.",Twitter for Android,,,,False,False,7903,0,IN,"Malappuram (Ernad), India",city,208,205,,2017-01-08T19:26:54Z,False,en
302486,1250115507065253888,1048975954112958464,2020-04-14T17:35:37Z,Parthabarik5,Stranded migrants labourers and  citizens in various places  have been screwed the most by this long lockdown. We have become apathetic to a lot being Indians but this is a real human tragedy. This will continue. No money ..No family... No life #COVID19,Twitter for Android,,,,False,False,54,0,IN,"Haveli, India",city,18,40,,2018-10-07T16:38:51Z,False,en
302542,1250115542251261952,70663487,2020-04-14T17:35:45Z,cricketaakash,1200 cases yesterday. 1300 today. Have we entered Stage-3? #COVID19 #India,Twitter for iPhone,,,,False,False,12094,204,IN,"Mumbai, India",city,3126316,214,,2009-09-01T12:08:21Z,True,en
